ID,Region,Country,City,Year,System_Type,GHI,Sunlight_Hours,Annual_Production_MWh,Total_Installations,Installation_Cost_USD,Avg_Price_per_kWh,Annual_Savings_USD,ROI_Percentage,CO2_Reduction_Tons,Sustainability_Score,Solar_Viability_Score,Reliability_Score,Risk_Level
692,Asia,South Korea,Bangkok,2022,Residential,3.9,8.33,7876.4,2331,173831.61,0.1456,1146803.84,659.72,6300.55,73.2,42.13,65.78,Medium
693,Middle East,Oman,Dubai,2020,Commercial,4.71,8.69,13582.49,2278,328944.41,0.0872,1184393.13,360.06,11593.05,98.14,46.78,88.2,Low
694,Africa,Nigeria,Casablanca,2021,Industrial,4.9,9.09,10975.18,1157,78244.6,0.1915,2101746.97,2686.12,6320.97,85.96,47.39,87.89,Medium
695,North America,Canada,Miami,2018,Utility-Scale,7.35,8.44,13068.31,4767,368825.08,0.1662,2171953.12,588.88,9532.71,62.96,75.48,82.97,Medium
696,North America,USA,New York,2024,Utility-Scale,4.43,8.82,10350.48,873,355695.02,0.135,1397314.8,392.84,5338.44,88.59,48.47,91.03,Low
697,Middle East,UAE,Dubai,2023,Commercial,5.95,5.24,10100.31,3692,82796.76,0.2098,2119045.04,2559.33,7103.21,92.03,63.74,72.53,Medium
698,Africa,Nigeria,Casablanca,2019,Residential,4.28,7.69,9722.7,208,151473.44,0.2062,2004820.74,1323.55,5999.21,76.43,45.7,63.35,High
699,North America,USA,Chicago,2022,Utility-Scale,4.94,7.15,9639.76,1709,82384.3,0.1115,1074833.24,1304.66,7374.31,95.55,50.82,79.35,High
700,Asia,Singapore,Singapore,2019,Utility-Scale,7.1,10.05,22567.54,836,247495.13,0.1863,4204332.7,1698.75,18888.77,78.46,67.27,80.17,Low
701,North America,USA,Denver,2021,Industrial,4.4,10.61,15722.54,4723,163121.83,0.1996,3138218.98,1923.85,6823.21,93.57,48.68,62.92,Low
702,Africa,Morocco,Cairo,2022,Commercial,6.29,5.22,8538.97,496,462826.1,0.1247,1064809.56,230.07,3543.58,66.9,60.51,73.05,Low
703,South America,Venezuela,Lima,2022,Residential,7.15,4.91,9264.76,589,412547.93,0.1759,1629671.28,395.03,6531.66,91.75,74.57,73.49,Medium
704,Middle East,Qatar,Riyadh,2022,Commercial,6.39,5.18,8752.4,463,151360.27,0.1395,1220959.8,806.66,5591,89.08,67.66,68.88,Low
705,Africa,Ghana,Johannesburg,2020,Industrial,6.23,4.62,7540.16,976,224206.16,0.1441,1086537.06,484.62,3488.22,85.07,62.8,64.51,High
706,Europe,Spain,Amsterdam,2024,Commercial,7.17,6.05,8486.5,132,54522.34,0.1502,1274672.3,2337.89,6587.94,90.39,72.06,61.79,High
707,North America,USA,Los Angeles,2018,Residential,4.01,5.67,4261.59,1012,207350.36,0.1914,815668.33,393.38,2225.07,64.62,41.16,78.67,High
708,Asia,Thailand,Delhi,2020,Industrial,6.32,9.79,20578.82,2010,436442.07,0.1554,3197948.63,732.73,11346.33,68.35,63.71,93.89,High
709,South America,Chile,Santiago,2018,Commercial,3.92,6.75,6610.81,2508,477753.56,0.1627,1075578.79,225.13,2903.62,95.6,42.61,80.32,High
710,Asia,Japan,Mumbai,2024,Industrial,7.41,9.04,19458.5,702,254193.34,0.0994,1934174.9,760.91,12637.4,51.69,71.88,74.98,Low
711,Africa,South Africa,Johannesburg,2024,Industrial,3.58,6.99,6393.27,2859,151001.8,0.1445,923827.51,611.8,4666.85,76.62,37.4,61.22,Low
712,Asia,Indonesia,Delhi,2021,Utility-Scale,3.61,9.22,9507.97,2364,439584.03,0.213,2025197.61,460.71,8217.58,87.62,39.17,81.58,High
713,Africa,Morocco,Accra,2024,Commercial,6.58,6.19,13980.72,2257,260299.61,0.2487,3477005.06,1335.77,7257.58,95.39,63.61,86.62,Low
714,Africa,Kenya,Nairobi,2021,Commercial,5.78,4.75,6222.01,2639,170936.31,0.1226,762818.43,446.26,4520.39,88.58,52.92,71.97,Medium
715,Middle East,Kuwait,Dubai,2021,Residential,3.54,4.74,4043.6,4527,336984.39,0.1746,706012.56,209.51,2443.57,78.98,31.2,94.98,Medium
716,Europe,France,Rome,2018,Industrial,4.54,7.72,7663.81,4161,128522.89,0.2281,1748115.06,1360.16,5579.17,61.63,46.95,67.19,Medium
717,Africa,Nigeria,Accra,2022,Residential,3.74,9.14,7658.47,2874,165850.28,0.1953,1495699.19,901.84,6346.92,67.67,39.58,83.42,Low
718,Middle East,Oman,Dubai,2021,Industrial,3.81,5.83,6151.97,4982,423112.03,0.1958,1204555.73,284.69,2680.39,71.32,35.93,60.96,Medium
719,South America,Colombia,Lima,2019,Industrial,7.27,6.41,8634.96,2574,215735.86,0.1294,1117363.82,517.93,4101.88,79.56,68.76,68.25,High
720,Middle East,UAE,Kuwait City,2022,Utility-Scale,6.13,5.48,10401.69,4501,342145.44,0.2424,2521369.66,736.93,9146.34,99.62,61.95,98.91,High
721,South America,Chile,Sao Paulo,2020,Utility-Scale,6.69,8.45,16510.5,2975,284151.2,0.1339,2210755.95,778.02,8214.17,78.76,71.01,72.82,Low
722,South America,Venezuela,Sao Paulo,2022,Commercial,4.46,9.26,13613.94,3687,212846.52,0.1398,1903228.81,894.18,8887.48,95.73,46.13,83.6,Medium
723,Europe,Spain,Madrid,2019,Commercial,6.2,8.83,15489.98,4058,408135.18,0.1381,2139166.24,524.13,7109.62,70.43,62.05,65.79,High
724,Middle East,Saudi Arabia,Dubai,2021,Utility-Scale,3.98,6.21,6779.01,608,468556.32,0.2063,1398509.76,298.47,3140.03,51.7,39.11,86.91,Low
725,Asia,Thailand,Mumbai,2021,Industrial,6.29,6.07,8776.76,614,201563.73,0.2202,1932642.55,958.82,4988.01,80.44,58.98,88.17,High
726,Middle East,Kuwait,Muscat,2023,Industrial,6.46,7.33,14622.34,1257,365051.16,0.2047,2993193,819.94,11140.08,79.48,67.8,79.87,Low
727,South America,Colombia,Bogota,2020,Utility-Scale,4.78,5.65,8178.55,4312,175684.81,0.2114,1728945.47,984.12,4221.21,74.66,43.28,80.19,High
728,Asia,India,Seoul,2020,Industrial,6.53,10.7,13074.88,2585,475273.7,0.23,3007222.4,632.73,10008.72,71.53,63.08,94.3,Low
729,Europe,France,Berlin,2022,Commercial,4.6,7.35,11174.52,1165,179815.47,0.236,2637186.72,1466.61,9994.52,87.67,50.25,85.99,Low
730,Africa,Egypt,Lagos,2022,Utility-Scale,5.89,4.76,9291.53,4688,292062.16,0.1132,1051801.2,360.13,5985.45,91.12,57.6,70.99,Medium
731,Europe,France,Vienna,2023,Residential,7.17,9.16,22084.7,964,103973.27,0.2311,5103774.17,4908.74,14280.58,54.34,68.07,70.86,Medium
732,Europe,France,Berlin,2019,Industrial,4.13,6.68,7092.67,832,380984.79,0.1943,1378105.78,361.72,3099.81,84.4,45.22,61.5,High
733,Africa,Ghana,Accra,2020,Utility-Scale,3.64,8.62,5690.34,1542,111593.6,0.144,819408.96,734.28,4959.59,83.67,34.05,65.91,High
734,Europe,Netherlands,Madrid,2022,Industrial,7,10.68,24350.58,3435,387250.69,0.0805,1960221.69,506.19,10559.16,77.89,67.09,66.95,High
735,Middle East,Oman,Muscat,2022,Industrial,4.44,6.77,8121.24,3222,479450.85,0.2292,1861388.21,388.23,6662.23,93.75,46.08,79.12,High
736,Middle East,UAE,Doha,2020,Residential,4.38,10.76,15668.4,2622,393771.48,0.1513,2370628.92,602.03,9770.6,62.37,43.05,66.87,High
737,South America,Venezuela,Bogota,2020,Industrial,4.01,10.23,13242.84,3360,438804.15,0.1822,2412845.45,549.87,9847.52,51.45,37.78,68.39,Low
738,South America,Colombia,Lima,2022,Commercial,5.07,7.37,9258.36,3367,460565.93,0.1256,1162850.02,252.48,7074.25,66.99,53.89,72.03,Low
739,Europe,Italy,Berlin,2022,Residential,5.94,5.34,8620.13,4539,477625.35,0.0836,720642.87,150.88,5082.38,89.02,57.73,73.76,Low
740,Europe,Italy,Amsterdam,2024,Residential,4.29,5.52,6419.13,2047,436875.28,0.119,763876.47,174.85,5139.43,95.53,41.22,68.41,Low
741,North America,Canada,Los Angeles,2019,Utility-Scale,6.67,4.77,7258.01,3105,60909.96,0.1874,1360151.07,2233.05,5400.21,51.69,69.2,91.71,High
742,South America,Brazil,Lima,2024,Commercial,3.81,7.78,8880.48,4828,379687.47,0.0834,740632.03,195.06,6849.75,77.08,42.29,63.73,Medium
743,Africa,Kenya,Nairobi,2021,Industrial,5.2,9.33,11224.96,1830,256507.54,0.0969,1087698.62,424.04,9929.95,78.81,50.77,76.75,Medium
744,Asia,Thailand,Delhi,2021,Industrial,3.57,7.73,6814.02,1911,217731.95,0.1729,1178144.06,541.1,3094.6,61.2,40.45,75.5,Medium
745,Africa,Ghana,Cairo,2022,Utility-Scale,4.74,5.43,7389.06,3312,87635.54,0.1754,1296041.12,1478.9,3722.91,97.1,48.33,63.27,High
746,South America,Argentina,Santiago,2024,Commercial,3.74,7.71,7209.31,2206,383230.01,0.2218,1599024.96,417.25,3015.33,84.45,38.39,93.99,High
747,Africa,Morocco,Johannesburg,2021,Residential,5.5,10.74,12999.87,3497,257617.41,0.1621,2107278.93,817.99,8806.16,86.98,57.33,95.93,High
748,Europe,Germany,London,2021,Utility-Scale,5.58,5.29,6303.69,1155,441387.13,0.0993,625956.42,141.82,5312.44,74.76,57.06,80.46,High
749,North America,USA,Phoenix,2024,Commercial,5.24,6.41,11310.39,4296,354507.42,0.1688,1909193.83,538.55,8002.67,68.58,53.9,65.52,High
750,Africa,Kenya,Accra,2021,Industrial,5.58,6.13,8848.58,3891,471291.12,0.2376,2102422.61,446.1,6725.5,92.62,52.15,80.45,Low
751,Europe,Spain,Paris,2023,Industrial,3.77,10.85,9531.28,1291,134453.49,0.198,1887193.44,1403.6,6375.15,66.55,33.31,78.28,Low
752,Africa,Kenya,Lagos,2018,Commercial,6.02,10.53,14369.3,2096,419339.49,0.2276,3270452.68,779.91,9946.92,65.29,61.45,75.73,High
753,Africa,Egypt,Lagos,2024,Industrial,6.42,6.32,9117.04,4861,96044.96,0.2155,1964722.12,2045.63,6324.11,88.3,62.5,90.11,High
754,South America,Venezuela,Santiago,2018,Residential,7.14,5.86,7550.27,12,154323.97,0.1168,881871.54,571.44,6529.27,80.75,67.83,78.54,Medium
755,Europe,Spain,Vienna,2022,Residential,6.16,6.63,10825.42,4286,102783.42,0.1752,1896613.58,1845.25,6372.44,69.28,61.34,72.16,Medium
756,Europe,Netherlands,Paris,2024,Residential,6.83,9.12,20105.77,2862,302218.64,0.1633,3283272.24,1086.39,15973.68,84.27,68.88,76.98,Low
757,Asia,Indonesia,Jakarta,2020,Utility-Scale,6.18,9.24,12353.85,97,301907.31,0.2496,3083520.96,1021.35,10744.19,69.12,58.59,89.16,Low
758,Africa,Egypt,Lagos,2020,Industrial,5.84,6.63,12966.17,3272,462113.2,0.1655,2145901.14,464.37,5270.71,63.65,59.87,85.03,Low
759,South America,Chile,Sao Paulo,2018,Industrial,6.79,10.11,23181.22,861,498754.21,0.1875,4346478.75,871.47,14955.37,73.67,71.65,89.27,Low
760,Africa,Nigeria,Accra,2023,Commercial,6.32,5.65,11592.97,4467,87271.08,0.2218,2571320.75,2946.36,5329.44,72.17,65.31,72.26,Medium
761,Africa,Egypt,Accra,2018,Residential,4.83,8.87,14263.99,3312,453981.41,0.1088,1551922.11,341.85,12739.67,86.11,46.96,60.55,Medium
762,Europe,Netherlands,Paris,2018,Industrial,4.57,5.62,4817.34,2559,323838.06,0.1971,949497.71,293.2,2912.69,81.76,49.12,96.7,Medium
763,Asia,Singapore,Jakarta,2019,Residential,6.84,5.06,11703.38,174,89672.88,0.2361,2763168.02,3081.39,5749.29,54.32,66.58,84.44,Low
764,South America,Colombia,Lima,2019,Industrial,3.83,9.21,7828.94,446,426788.75,0.1892,1481235.45,347.07,6660.39,59.55,40.86,65.18,Medium
765,Asia,Singapore,Mumbai,2024,Industrial,4.76,5.97,6024.49,4750,447605.86,0.1101,663296.35,148.19,3298.2,84.88,45.25,79.11,Medium
766,South America,Colombia,Santiago,2023,Industrial,6.82,8.97,12784.48,2374,477349.31,0.1795,2294814.16,480.74,6109.09,78.44,73.14,76.92,Low
767,Africa,Ghana,Casablanca,2020,Industrial,6.68,5.09,10590.68,1155,166196.23,0.1595,1689213.46,1016.4,4402.8,55.76,68.38,67.27,Medium
768,Africa,Ghana,Johannesburg,2020,Industrial,5.85,4.72,8262.04,830,333262.44,0.2278,1882092.71,564.75,3337.44,71.07,56.85,85.27,Low
769,Europe,Italy,Vienna,2021,Industrial,4.24,4.64,6247.7,3067,255400.55,0.1779,1111465.83,435.19,3857.86,69.97,45.74,69.85,High
770,South America,Peru,Bogota,2022,Commercial,3.66,10.54,8480.31,4868,470639.5,0.2376,2014921.66,428.12,3849.45,71.29,34.29,82.52,Low
771,Europe,Italy,Rome,2021,Industrial,7.36,10.63,16722.22,2543,487592.49,0.2078,3474877.32,712.66,7774.92,66.66,78.2,97.84,Low
772,Middle East,Kuwait,Riyadh,2021,Residential,3.5,5.46,6308.26,4559,185577.05,0.0937,591083.96,318.51,3268.26,60.17,30.9,69.54,Medium
773,Europe,UK,Amsterdam,2021,Commercial,5.38,8.96,14403.24,1062,460774.87,0.1936,2788467.26,605.17,11748.34,85.31,56.43,63.74,Medium
774,Asia,Indonesia,Bangkok,2020,Industrial,6.2,10.17,17748.42,1469,290351.83,0.139,2467030.38,849.67,13043.99,98.51,57.27,94.54,Low
775,Asia,Singapore,Tokyo,2020,Commercial,5.9,7.09,8079.07,1483,153533.06,0.165,1333046.55,868.25,3410.37,65.1,54.93,74.98,Medium
776,Asia,South Korea,Seoul,2024,Utility-Scale,6.79,4.73,11014.33,840,239781.6,0.1078,1187344.77,495.18,8163.49,91.71,67.55,63.22,High
777,North America,Canada,Chicago,2022,Utility-Scale,4.01,7.8,9279.27,959,55214.9,0.1911,1773268.5,3211.58,6821.17,71.12,35.65,76.57,High
778,Asia,South Korea,Jakarta,2019,Industrial,4.84,7.98,9347.84,2771,403472.63,0.2467,2306112.13,571.57,6224.31,69.17,50.15,65.87,High
779,Africa,Ghana,Casablanca,2024,Industrial,6.99,7.33,13270.8,3497,67930,0.2275,3019107,4444.44,8362.27,52.5,70.89,74.4,Medium
780,North America,USA,Phoenix,2019,Residential,4.67,7.21,8618.05,1445,183957.51,0.0861,742014.1,403.36,3928.47,86.6,47.01,75.45,Low
781,South America,Venezuela,Buenos Aires,2018,Residential,5.47,10.3,13449.48,4671,256113.89,0.1849,2486808.85,970.98,11558.32,95.18,59.02,92,Medium
782,Asia,Japan,Singapore,2019,Residential,4.09,10.85,12799.45,3471,446916.6,0.1449,1854640.31,414.99,11393.22,53.94,45.17,89.22,Medium
783,South America,Venezuela,Lima,2020,Residential,6.11,10.24,20162.96,2006,245045.88,0.0998,2012263.41,821.18,9997.24,63.05,59.13,80.05,High
784,Africa,Nigeria,Johannesburg,2019,Utility-Scale,6.54,7.34,14735.56,2243,400239.04,0.1271,1872889.68,467.94,10841.24,80.23,69.5,86.45,Low
785,North America,USA,Seattle,2023,Utility-Scale,4.6,7.51,10859.32,3783,335685.5,0.0965,1047924.38,312.17,5564.45,85.45,43.21,83.84,High
786,Africa,Morocco,Nairobi,2020,Utility-Scale,5.06,10.54,9713.77,1402,203268.19,0.1389,1349242.65,663.77,6043.83,73.1,53.03,68.21,High
787,Middle East,Oman,Dubai,2022,Commercial,7.37,8.6,17457.01,3838,205384.64,0.1153,2012793.25,980.01,15579.23,68.46,71.62,72.3,Low
788,Africa,Morocco,Lagos,2018,Residential,4.91,7.3,12519.62,1088,60533.75,0.2455,3073566.71,5077.44,8491.05,74.54,46.45,95.93,Medium
789,Middle East,Saudi Arabia,Riyadh,2020,Industrial,7.47,8.21,12901.46,3435,121602.88,0.2122,2737689.81,2251.34,9898.39,70.06,73.79,89.3,High
790,Asia,South Korea,Shanghai,2021,Commercial,7.04,10.74,23401.02,3691,192998.79,0.1711,4003914.52,2074.58,13949.04,92.95,70.35,78.09,Low
791,Asia,Singapore,Tokyo,2019,Commercial,6.82,9.46,18810.14,247,357508.3,0.0967,1818940.54,508.78,12980.48,70.9,67.38,67.37,High
792,Africa,Morocco,Casablanca,2022,Utility-Scale,7.5,8.4,19181.31,3043,475470.06,0.1353,2595231.24,545.82,10069.62,78.47,74.72,63.55,Low
793,Africa,Nigeria,Lagos,2019,Utility-Scale,5.33,9.2,10821.44,4741,262476,0.2012,2177273.73,829.51,5409.56,56.63,48.95,61.2,Medium
794,South America,Colombia,Santiago,2018,Residential,7.46,9.68,24940.63,3796,275096.72,0.0989,2466628.31,896.64,17508.41,66.56,78.8,66.21,High
795,South America,Venezuela,Sao Paulo,2021,Residential,6.21,10.14,21991.49,4982,437976.04,0.092,2023217.08,461.95,13382.81,63,64.26,64.72,High
796,Middle East,UAE,Muscat,2024,Commercial,4.67,7.09,10588.46,1026,395942.68,0.1418,1501443.63,379.21,8029.36,75.58,48.2,76.71,Low
797,Asia,South Korea,Shanghai,2020,Industrial,4.18,7.18,7136.1,4036,460838.57,0.2152,1535688.72,333.24,3604.03,54.86,43.22,62.89,Low
798,Asia,India,Jakarta,2020,Industrial,6.65,9.05,16646.44,2981,317492.66,0.2094,3485764.54,1097.9,7890.61,64.42,63.71,74.46,High
799,South America,Chile,Buenos Aires,2022,Commercial,6.04,7.59,11679.88,1877,182695.83,0.2064,2410727.23,1319.53,8731.19,57.33,58.32,74.98,Low
800,Asia,Singapore,Mumbai,2022,Industrial,3.55,6.87,6498.57,4819,441604.65,0.1679,1091109.9,247.08,4149.25,95,40.22,85.11,High
801,Asia,Indonesia,Seoul,2020,Commercial,7.2,8.71,20571.6,1701,266923.62,0.1623,3338770.68,1250.83,12135.93,83.44,67.65,68.77,Low
802,Africa,Egypt,Accra,2020,Commercial,6.1,6.82,10736.84,1880,460716.13,0.2341,2513494.24,545.56,8804.09,92.29,63.83,80.44,High
803,South America,Colombia,Sao Paulo,2019,Commercial,6.01,10.69,17106.43,3668,172163.1,0.2435,4165415.71,2419.46,14083.77,76.89,55.89,91.12,High
804,Asia,South Korea,Mumbai,2018,Industrial,7.25,10.07,15975.34,531,372821.15,0.1102,1760482.47,472.21,14213.08,63.29,70.27,88.98,Low
805,Europe,Germany,Madrid,2018,Commercial,5.84,8.28,12520.42,693,291620.14,0.2128,2664345.38,913.64,7004.29,81.7,55.36,64.54,Medium
806,Africa,Nigeria,Casablanca,2024,Industrial,5.89,6.45,6900.31,3747,243390.04,0.2338,1613292.48,662.84,5244.17,72.13,60.33,82.97,Low
807,Middle East,Qatar,Kuwait City,2023,Industrial,5.47,5.65,8228.27,4607,281390.11,0.2417,1988772.86,706.77,4524.06,93.36,52.19,70.74,High
808,Middle East,Saudi Arabia,Dubai,2019,Commercial,5.45,6.57,12376.17,3640,261727.85,0.1077,1332913.51,509.27,5356.16,71.6,52.55,96.09,Medium
809,North America,USA,Houston,2024,Commercial,4.73,6.48,9510.56,1582,262344.04,0.1964,1867873.98,711.99,8214.99,60.51,49.02,72.63,Medium
810,Europe,France,Paris,2020,Commercial,7.33,10.88,23214.82,2497,404936.88,0.2126,4935470.73,1218.82,12412.77,96.64,73.02,93.39,Medium
811,Asia,Indonesia,Singapore,2018,Industrial,6.48,7.42,12131.02,1156,227093.99,0.1509,1830570.92,806.09,9475.68,70.2,69.49,73.79,Medium
812,South America,Argentina,Buenos Aires,2018,Industrial,6.15,6.16,12180.99,4130,60655.55,0.1527,1860037.17,3066.56,7201.44,77.9,63.89,91.1,Medium
813,North America,USA,Houston,2022,Industrial,4.8,7.62,11068.44,3999,261442.29,0.2451,2712874.64,1037.66,4681.95,82.97,49.88,95.45,Low
814,Africa,Egypt,Johannesburg,2022,Commercial,3.91,8.66,7683.91,3399,216251.97,0.237,1821086.67,842.11,3500.14,56.71,41.6,72.66,Low
815,Asia,Singapore,Delhi,2024,Industrial,3.85,6.09,6503.23,567,393254.22,0.1243,808351.49,205.55,4327.99,64.57,33.72,90.11,High
816,Asia,South Korea,Jakarta,2023,Residential,7.04,5.7,10417.85,199,257361.66,0.1366,1423078.31,552.95,7697.07,85.2,67.95,89.16,Low
817,Middle East,Kuwait,Abu Dhabi,2020,Utility-Scale,6.72,9.69,20927.54,2689,77128.86,0.2482,5194215.43,6734.46,12278.97,78.29,72.16,97.43,High
818,Africa,Ghana,Nairobi,2024,Commercial,3.77,4.99,3680.9,3847,301230.79,0.0991,364777.19,121.1,1763.56,75.68,41.21,82.38,High
819,North America,Canada,Seattle,2022,Utility-Scale,5.36,10.28,19232.35,3552,118492.39,0.1362,2619446.07,2210.64,9439.95,78.76,53.14,90.46,Low
820,Asia,Singapore,Tokyo,2023,Industrial,6.81,4.62,6867.85,1651,242217.34,0.124,851613.4,351.59,3512.53,83.73,66.37,77.85,High
821,Africa,Nigeria,Lagos,2023,Commercial,6.59,5.84,8115.45,2692,61801.02,0.1823,1479446.53,2393.89,6673.73,88.97,66.3,97.23,Medium
822,Europe,France,Madrid,2024,Utility-Scale,4.15,10.94,9970.35,3082,463945.22,0.2113,2106734.96,454.09,4124.22,93.88,45.94,64.8,Low
823,South America,Argentina,Caracas,2024,Commercial,5.02,7.4,9207.51,4241,142534.52,0.1447,1332326.7,934.74,7432.76,54.64,46.95,95.62,Low
824,Europe,Spain,Berlin,2021,Residential,6.46,6.83,15407.81,3753,236807.54,0.1158,1784224.4,753.45,6862.57,75.35,64.38,79.84,Low
825,Middle East,UAE,Abu Dhabi,2020,Residential,4.92,10.65,16883.21,3202,245367,0.2241,3783527.36,1541.99,9291.63,99.99,45.04,85.1,Medium
826,South America,Peru,Caracas,2020,Industrial,3.68,10.01,7741.29,1728,54173.28,0.1682,1302084.98,2403.56,3639.26,73.49,32.19,83.25,High
827,Africa,Nigeria,Johannesburg,2020,Commercial,5.18,5.64,7834.4,255,118121.22,0.2176,1704765.44,1443.23,5753.07,68.25,56.05,90.68,Medium
828,Middle East,Qatar,Muscat,2024,Utility-Scale,7.14,6.22,10417.99,390,402471,0.1364,1421013.84,353.07,8797.06,51.71,75.12,95.63,High
829,Africa,Morocco,Accra,2024,Commercial,4.18,5.15,5150.84,4406,150214.86,0.1514,779837.18,519.15,2231.15,98.44,41.44,76.19,Medium
830,Africa,Egypt,Accra,2019,Commercial,4.75,7.55,11959.79,4689,107689.38,0.1916,2291495.76,2127.88,6970.06,80.68,49.66,78.63,Low
831,Africa,Nigeria,Lagos,2023,Utility-Scale,4.4,5.03,4340.4,2702,231727.34,0.2308,1001764.32,432.3,1964.53,61.31,40.85,85.72,High
832,Africa,Morocco,Casablanca,2024,Residential,5.81,10.24,18394.59,3164,109268.19,0.1517,2790459.3,2553.77,13439.1,78.97,62.45,61.33,High
833,Europe,UK,Paris,2019,Utility-Scale,4.07,4.72,6053.41,4738,122848.34,0.1348,815999.67,664.23,4152.9,74.19,39.14,84.52,Medium
834,Middle East,Qatar,Kuwait City,2023,Utility-Scale,5.68,5.27,6809.35,4002,395829.97,0.2371,1614496.89,407.88,3871.98,94.63,54.35,91.47,High
835,North America,Canada,Denver,2020,Industrial,3.75,6.88,7461.1,2432,484139.1,0.1015,757301.65,156.42,3831.74,72.87,33.61,81.47,Low
836,Middle East,Oman,Abu Dhabi,2023,Commercial,7.44,5.04,12276.13,1827,277125.67,0.1476,1811956.79,653.84,10687.9,99.93,71.35,92.76,Low
837,South America,Chile,Lima,2023,Residential,5.9,5.49,10565.54,3077,286270.35,0.216,2282156.64,797.2,6142.05,61.52,63.47,80.7,Low
838,Europe,Netherlands,Madrid,2020,Utility-Scale,4.11,10.62,12380.51,3460,436232.84,0.1273,1576038.92,361.28,10889.01,97.44,39.06,95.14,Medium
839,Europe,UK,Rome,2021,Commercial,3.8,9.1,10152.01,3949,143939.66,0.2047,2078116.45,1443.74,7075.87,53.34,40.55,65.47,Low
840,Europe,Spain,Stockholm,2019,Utility-Scale,5.87,6.12,8606.38,1253,151837.28,0.2413,2076719.49,1367.73,4046.89,70.07,60.96,82.85,Low
841,South America,Peru,Lima,2024,Residential,3.54,5.26,4336.64,3732,96175.49,0.1869,810518.02,842.75,2756.17,83.02,33.39,64.87,Low
842,South America,Peru,Lima,2022,Commercial,7.3,4.77,11228.25,4001,164953.57,0.1866,2095191.45,1270.17,6882.42,58.42,75.1,93.75,Medium
843,North America,Canada,Los Angeles,2021,Industrial,4.47,10.02,11827.56,2269,365719.57,0.1535,1815530.46,496.43,5066.05,55.26,47.4,92.85,Medium
844,South America,Peru,Lima,2022,Utility-Scale,3.83,5.16,6265.17,4006,159234.9,0.1641,1028114.4,645.66,4357.69,83.28,34.34,90.46,High
845,Africa,South Africa,Accra,2023,Utility-Scale,3.67,5.2,6154.49,4956,339205,0.0968,595754.63,175.63,2753.87,98.34,34.09,82.62,Medium
846,South America,Peru,Sao Paulo,2018,Commercial,6.09,7.36,11578.8,220,438535.07,0.0863,999250.44,227.86,6939.71,90.26,63.34,76.84,Low
847,South America,Brazil,Lima,2020,Residential,4.67,7.18,6197.25,2276,255480.43,0.2315,1434663.38,561.56,3590.03,84.15,45.22,97.66,Medium
848,Middle East,Qatar,Muscat,2020,Industrial,6.57,5.54,10007.26,4104,438567.31,0.1902,1903380.85,434,7709.12,87.67,68.51,66.71,Low
849,Africa,Ghana,Casablanca,2024,Industrial,6.72,10.78,16937.63,3145,187625.82,0.2354,3987118.1,2125.04,7540.91,70.3,68.42,84.94,Low
850,South America,Peru,Bogota,2021,Commercial,4.85,7.35,8607.04,4601,121647.82,0.1087,935585.25,769.09,3511.36,59.49,46.61,79.74,Medium
851,Africa,Egypt,Accra,2022,Industrial,4.29,5.09,6150.24,3165,444619.87,0.1488,915155.71,205.83,3269.99,85.79,43.23,75.47,Low
852,Africa,Kenya,Cairo,2023,Utility-Scale,7.5,7.38,10346.65,2019,296594.25,0.1935,2002076.77,675.02,5555.06,74.72,78.33,98.35,Low
853,Europe,UK,Paris,2023,Utility-Scale,4.69,10.77,16455.59,4258,267472.98,0.1546,2544034.21,951.14,11159.54,99.92,43.82,67.26,High
854,Africa,Ghana,Johannesburg,2020,Commercial,4.55,9.68,10653.13,641,410776.4,0.1533,1633124.83,397.57,6202.86,96.28,42.85,81.07,High
855,South America,Chile,Buenos Aires,2021,Commercial,5.82,5.13,10030.97,2863,493476.9,0.2004,2010206.39,407.36,6697.48,55.24,61.46,68.89,High
856,Asia,Thailand,Tokyo,2018,Industrial,5.98,7.73,11748.25,1221,478923.81,0.1091,1281734.08,267.63,7988.57,77.95,55.38,73.56,Low
857,South America,Chile,Lima,2020,Industrial,4.51,10.33,8604.3,2548,318982.33,0.1532,1318178.76,413.25,6730.13,56.67,44.06,85.81,High
858,Europe,Germany,Stockholm,2022,Residential,6.57,10.87,19979.91,591,438230.33,0.2451,4897075.94,1117.47,8521.14,87.72,66.57,90.21,High
859,Middle East,Saudi Arabia,Muscat,2022,Utility-Scale,6.43,6.12,11107.36,739,391469.45,0.1105,1227363.28,313.53,5449.48,82.47,64.25,64.66,Low
860,South America,Colombia,Caracas,2021,Industrial,6.72,6.98,12225.91,753,431269.49,0.1111,1358298.6,314.95,6792.69,58.87,66.5,69.83,Low
861,Europe,France,Madrid,2018,Commercial,7.44,8.61,15230.04,3066,388316.92,0.1691,2575399.76,663.22,6247.37,80.31,79.22,62.31,Low
862,Africa,Egypt,Cairo,2018,Industrial,4.81,6.49,9864.74,4394,305635.4,0.1437,1417563.14,463.81,4288.15,58.62,49.46,79.43,Low
863,South America,Chile,Buenos Aires,2020,Industrial,5,5.65,7201.45,4413,430687.88,0.2112,1520946.24,353.14,4707.33,90.72,49.45,84.26,Low
864,North America,USA,Denver,2023,Residential,5.86,5.59,6451.66,3195,136921.86,0.1064,686456.62,501.35,4558.72,66.87,58.15,85.68,Medium
